Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Monumento Junta Municipal de Hortaleza,Monument,Ctra Canillas 2,"Vicente Muzas, 12","Vicente Muzas, 12,",7,16,478.58
Moreno Benítez Juan,Monument,C General Ricardos 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",14,9,340.61
Mosaico mural,Monument,Trav Felipe de Diego ,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",27,0,260.24
Mujer con Espejo,Monument,PLAZA COLON 1,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",11,12,51.12
Mujer sedente,Monument, ,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,178.89
"Mural Capitán Haya, 41",Monument,CALLE CAPITAN HAYA 41,Sor Ángela de la Cruz,"Calle Sor Ángela de la Cruz nº 2,",9,15,129.62
Mural El Árbol de la Vida,Monument,C Marcelo Usera 170,"Calle de la Via, 52","Calle de la Via,",10,13,173.02
Mural La Paz,Monument,Pº Castellana 261,Manuel Caldeiro,"Paseo de la Castellana nº 298,",16,8,140.9
Mural la Remonta,Monument,PLAZA REMONTA 1,Remonta,"Calle Azucenas nº 1,",1,18,180.37
Mural Palacio de Congresos,Monument,AVENIDA GENERAL PERON 1,General Perón 1,"Avenida del General Perón frente al nº 4,",6,17,80.59
Mural y escultura bajo puente de Raimundo Fernández Villaverde,Monument,C Raimundo Fernández Villaverde ,Paseo de la Castellana con Raimundo Fer,"Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,",7,16,70.55
Muralla islámica,Monument,Pza Emir Mohamed I ,Segovia 26,"Calle Segovia nº 26,",12,15,153.45
Muralla Jardín Judío,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Murillo,Monument,Pza Murillo ,Espalter,"Calle Espalter nº 1,",11,8,62.07
Muro con escudo,Monument,CALLE CEA BERMUDEZ 4,Canal,"Calle José Abascal frente al nº 2,",1,22,208.23
Muro de Berlín,Monument,PLAZA VIRGEN GUADALUPANA ,Parque Berlín,"Avenida de Concha Espina nº 34,",3,20,285.07
Musa Terpsícore,Monument,C General Millán Astray 15,"Avda de las Aguilas, 27","Avda de las Aguilas, 27,",8,16,592.97
Museo de los Toreros,Monument,C Alcalá 231,Ventas,"Avenida de los Toreros nº 49,",6,21,188.92
Muñoz Degraín,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",4,18,139.73
My sky Hole - Madrid,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Máquina de vapor,Monument, ,Maria Tubau,"579 - Maria Tubau,",1,23,4103.71
Mártires de la Sacramental de San Isidro,Monument,Pº Ermita del Santo 78,PASEO DE LOS MELANCÓLICOS 73,"PASEO DE LOS MELANCÓLICOS 73,",1,22,641.19
Mártires San Fermín de los Navarros,Monument,PASEO EDUARDO DATO 10,Castellana 33,"Castellana 33,",2,21,305.25
Mère Ubu,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",1,22,67.09
Móvil,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",1,22,66.99
Nacho Ugalde,Monument,PLAZA IGNACIO UGALDE 5,"Avenida de Hellin, 13","Avenida de Hellin, 13,",19,4,171.16
Nebrija,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",4,18,85.79
Neptuno,Monument,Pza Cánovas del Castillo ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",6,17,190.87
Newton y dolmen de Dalí,Monument,Pza Dalí ,Palacio de Deportes,"Calle Goya nº 99,",7,20,103.79
Nicanor Barroso,Monument,C Encomienda de Palacios ,"Encomienda de Palacios, 8","Encomienda de Palacios, 8,",4,19,395.16
Nicolás Fernández de Moratín,Monument,C Huertas 69,Huertas,"Calle Jesús nº 1,",3,23,19.89
Niños en el Colegio Rufino Blanco,Monument,CALLE GENERAL ALVAREZ DE CASTRO 46,Canal,"Calle José Abascal frente al nº 2,",1,22,127.63
Niño con caracola,Monument,Pza Doctor Laguna 1,Doce de Octubre,"Calle Doce de Octubre nº 28,",9,14,118.83
Niños con jarrón de Cibeles,Monument,Pza Cibeles ,Cibeles,"Plaza Cibeles,",4,20,39.17
Niños con jarrón en Atocha,Monument,Pza Emperador Carlos V ,Cuesta de Moyano,"Cuesta de Claudio Moyano,",9,15,41.59
Niños en el Colegio Público Marcelo Usera,Monument,C Perales de Tajuña 1,Glorieta de Cádiz,"Calle Antonio López nº 129,",15,7,203.12
Noria de la Fábrica de Porcelana,Monument,Pº Duque de Fernán Núñez ,"Paseo Reina Cristina,6","Paseo Reina Cristina,6,",1,22,419.26
Nubes Cromáticas,Monument, ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",8,15,322.63
Nuestra Señora de los Desamparados,Monument,Pza Pinazo 9,"Calle Cifuentes, 5","Calle Cifuentes, 5,",11,12,794.33
Nuestra Señora de Moratalaz,Monument,C Entre Arroyos 19,"Calle del Arroyo Belincoso, 26","Calle del Arroyo Belincoso, 26,",14,9,223.07
Obelisco de la Fuente Castellana,Monument, ,"Paseo de las Yeserías, 15","Paseo de las Yeserías, 15,",7,16,191.26
Obelisco de la Vicalvarada,Monument, ,Villablanca  7,"Calle Villablanca 7,",4,19,151.16
Obelisco del 2 de Mayo y Caídos por España,Monument,Pza Lealtad ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",6,17,155.07
Obelisco Laus Deo I,Monument,C Bustamante 2,Delicias,"Calle Bustamante nº 1,",12,11,20.79
Obelisco Laus Deo II,Monument,Pza Ortega y Munilla ,Metro Pirámides,"Paseo de los Olmos nº 28,",19,3,76.1
Obelisco Pasillo Verde,Monument,C Santa María la Real de Nieva ,"Paseo de los Pontones, 45","Paseo de los Pontones, 45,",2,21,216.35
Obeliscos octogonales Av Andalucía,Monument,Avda Andalucía ," Calle de Santa Petronila, 7","414 -  Calle de Santa Petronila, 7,",9,15,81.7
Obeliscos-Pirámides,Monument,Gta Pirámides ,Pirámides,"Calle Toledo nº 181,",10,14,93.89
Ocho columnas en los jardines de Cecilio Rodríguez,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",17,10,118.43
Octaedro-Aire,Monument,GLORIETA SANTA MARIA DE LA CABEZA 1,Santa María de la Cabeza,"Paseo de Santa María de la Cabeza nº 58,",6,21,71.89
Ola a Ritmo de Txalaparta,Monument,ESTACION DE METRO CHAMARTIN ,Chamartín,"Calle Rodríguez Jaén nº 40,",4,18,171.34
Olivar Hinojosa-Bosque Olivar,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Olivar Reina Sofía,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Olivo en bronce,Monument,Pza Dalí ,Palacio de Deportes,"Calle Goya nº 99,",7,20,96.17
Orden cósmico,Monument,Trav Felipe de Diego s/n,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",27,0,301.84
Ordoño I,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",12,15,52.02
Ordoño II,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",12,15,68.71
Organización de Profesionales y Autónomos O.P.A.,Monument,Pº Prado ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",6,17,171.99
Organización Mundial Turismo,Monument,CALLE GENERAL YAGÜE 1,San Germán 5,"Calle San Germán nº 5,",8,16,147.13
Oso de Berlín,Monument,PARQUE BERLIN ,Parque Berlín,"Avenida de Concha Espina nº 34,",3,20,182.86
Oso y Madroño,Monument,C Carmen ,Carretas,"Calle Carretas nº 8,",6,17,85.23
Oso y Madroño,Monument,C Barros 16,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",27,0,555.43
Oso y Madroño,Monument,PLAZA PROSPERIDAD 1,Prosperidad,"Calle Suero de Quiñones nº 3,",2,25,38.72
Osos sentados de la Casa de Fieras,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",17,10,123.32
Osos tumbados de la Casa de Fieras,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",17,10,71.36
Pabellón islámico,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Pablo Iglesias,Monument,AVENIDA PABLO IGLESIAS 2,Bravo Murillo 44,"Calle Bravo Murillo nº 44,",2,21,123.8
Pablo Luna,Monument,CALLE SANDOVAL 6,Malasaña,"Calle Manuela Malasaña nº 5,",2,25,183.31
Pablo Montesino,Monument,C San Bernardo 70,Norte,"Calle norte nº 8,",8,11,115.32
Pablo Neruda,Monument,CALLE HILARION ESLAVA 2,Arcipreste de Hita A,"Calle Arcipreste de Hita nº 12,",4,19,174.14
Pablo Picasso,Monument,PLAZA PABLO RUIZ PICASSO 1,Castellana frente a Hermanos Pinzón,"Paseo de la Castellana nº 122,",4,19,178.48
Pablo Ruíz Picasso,Monument,C San Pedro Mártir 5,Jesús y María,"Calle Lavapiés nº 34,",3,14,219.57
Pablo Sorozábal,Monument,CALLE PRINCIPE DE VERGARA 141,María Francisca 1,"Calle María Francisca nº 3,",3,16,141.75
Padre Damián,Monument,CALLE PADRE DAMIAN 2,Paseo de la Habana 63,"Paseo de la Habana nº 63,",2,20,286.03
Padre Llanos,Monument,C Cooperativa Eléctrica ,"Calle Puerto de Balbaran, 10","Calle Puerto de Balbaran, 10,",21,6,391.22
Pairón o Peirón,Monument,C María de Molina ,Velázquez 130,"Calle Velázquez nº 130,",6,21,292.37
Palacete Villa Rosa,Monument,Ctra Canillas 2,"Vicente Muzas, 12","Vicente Muzas, 12,",7,16,450.52
Palacio de Miraflores,Monument,Ctra San Jerónimo 15,Sevilla,"Calle Alcalá nº 27,",13,5,164.55
Paloma de la Paz,Monument,Pza Paloma de la Paz 1,"Calle Cifuentes, 5","Calle Cifuentes, 5,",11,12,939.71
Paloma de la Paz,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Paneles cerámicos vidriados. Palomeras bajas,Monument,CALLE AHIJONES 1,"Calle Puerto de Balbaran, 10","Calle Puerto de Balbaran, 10,",21,6,271.96
Pareja Feliz,Monument,C Arturo Soria 214,"Vicente Muzas, 12","Vicente Muzas, 12,",7,16,324.59
Parque de Atenas,Monument,PASEO CIUDAD DE PLASENCIA ,Segovia 45,"Calle Segovia nº 45,",20,7,297.93
Parque de Atracciones,Monument, ," Paseo de la Venta, 1","Paseo de la Venta, 1,",4,22,562.46
Parque de la Arganzuela,Monument, ,"Paseo de las Yeserías, 15","Paseo de las Yeserías, 15,",7,16,162.59
Parque de la Montaña,Monument, ,Ferraz,"Calle Evaristo San Miguel nº 2,",2,21,215.81
Parque de las Naciones,Monument,CALLE GUZMAN EL BUENO 1,Guzmán el Bueno,"Calle Guzmán el Bueno nº 1,",6,21,25.35
Parque de San Isidro,Monument,Pº Ermita del Santo ,"Calle Comandante Fontanes, 1","Calle Comandante Fontanes, 1,",16,7,604.38
Parque Juan Carlos I,Monument, ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",8,15,289.24
Partido Socialista Obrero Español,Monument,C Tetuán 12,Plaza de Celenque A,"Plaza de Celenque nº 1,",6,18,101.36
Pasaje Azul,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Pasarela-puente,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Paseo entre dos árboles,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Paso peatonal Puerta Sur,Monument,C Párroco Eusebio Cuenca ,Calle del Cobre (M. Planetario),"Calle del Cobre (Metro Arganzuela Planetario),",8,15,223.88
Paul Guinard,Monument,C Paul Guinard (Casa de Velázquez) 3,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",3,20,278.99
Paul Harris,Monument,Pº Pintor Rosales ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,130.41
Paulus,Monument,PLAZA ARMERIA 1,Plaza Ramales,"Plaza de Ramales,",11,11,236.8
Pedestal del paseo de los Reyes,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,342.65
Pedestal del paseo Duque de Fernán Núñez,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",4,23,107.72
Pedro Antonio de Alarcón,Monument,C Atocha 94,Santa Isabel,"Calle Santa Isabel 32,",5,22,187.26
Pedro Calderón de la Barca,Monument,Pza Santa Ana ,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,47.33
Pedro de Valdivia,Monument,CALLE PEDRO DE VALDIVIA 24,Serrano 113,"Calle Serrano nº 113B,",7,20,152.22
Pedro Escartín,Monument,C Hermosilla 36,Goya 18,"Calle Goya nº 18,",11,16,127.32
Pedro Escartín,Monument,PASEO CASTELLANA 142,Doctor Fleming,"Calle Doctor Fleming nº 7,",4,15,273.71
Pedro González Gutiérrez,Monument,PARQUE CERRO PEÑABEL ,"Camino de Ganapanes, 40","Camino de Ganapanes, 40,",5,19,117.12
Pedro Muñoz Seca,Monument,C Velázquez 57,Ayala,"Calle Ayala nº 44,",16,7,125.08
Pedro Sainz de Baranda y Gorriti,Monument,CALLE ALCALDE SAINZ DE BARANDA 2,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,155.01
Pedro Vargas,Monument,Pº Panamá ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,118.44
Pegaso,Monument,Ctra Acceso al Aeropuerto ,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",12,12,450.38
"Pelayo, Rey de Asturias",Monument,Pza Oriente ,Plaza Ramales,"Plaza de Ramales,",11,11,145.42
Pepín Fernández,Monument,Pza Carmen ,Plaza del Carmen ,"Plaza del Carmen nº 1,",1,22,64.44
Petrus,Monument,Pza Armería ,Plaza Ramales,"Plaza de Ramales,",11,11,174.35
Pilar I,Monument,C Costa del Sol 2,"Avenida de San Luis, 23","Avenida de San Luis, 23,",6,17,260.97
Pilar IV,Monument,C Mar de las Antillas 1,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",3,8,230.06
Pilares II y III,Monument,C Costa del Sol 8,"Avenida de San Luis, 23","Avenida de San Luis, 23,",6,17,298.17
Pilastras hitos plaza Recibimiento,Monument, ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",8,15,273.99
Pilono Colonia Alfonso XIII,Monument,GLORIETA MONTAÑA 2,"Calle Alcala, 590","Calle Alcala, 590,",8,15,322.14
Pinturas Mingote,Monument,C de la Sal ,Plaza de la Provincia,"Plaza de la Provincia nº 1,",5,13,79.18
Pinturas murales Pasaje Pleyel,Monument,C Mayor 6,Plaza de Celenque A,"Plaza de Celenque nº 1,",6,18,81.94
Pirámide en Mirador,Monument, ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",11,16,443.79
Pirámides del parque Peñuelas,Monument,Pº Esperanza ,Paseo de la Esperanza,"Paseo de la Esperanza nº 21,",11,12,77.8
Placa inauguración Asamblea de Madrid,Monument,Avda Pablo Neruda 142,"Calle de Candilejas, 5","Calle de Candilejas, 5,",19,4,83.63
Placa informativa Museo al Aire Libre,Monument,PASEO CASTELLANA 41,Glorieta de Em,"Paseo de la Castellana nº 43,",1,11,54.81
Placa Matadero en  Arganzuela,Monument, ,"Paseo de la Chopera, 33","Paseo de la Chopera,33,Comunidad de Madrid España",15,8,136.14
Placa Matadero en Usera,Monument,"Avda Manzanares, del 212",Glorieta de Cádiz,"Calle Antonio López nº 129,",15,7,173.46
Placa Museo al Aire Libre,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",1,22,27.27
Placa-listado cripta,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,360.46
Plano de Entrevías,Monument,Avda Entrevías 52,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",15,9,23.52
Planta cimientos Convento Trinitarios,Monument,Pza Platería de Martínez ,Huertas,"Calle Jesús nº 1,",3,23,182.55
Planta cimientos Fábrica Platerías,Monument,Pza Platería de Martínez 1,Almadén,"Calle Almadén nº 28,",7,16,193.64
Planta de la torre de la iglesia de Santa Cruz,Monument,Pza Santa Cruz 1,Plaza de la Provincia,"Plaza de la Provincia nº 1,",5,13,44.61
Plaza de acceso del Jardín de las Tres Culturas,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Plaza de Juan Santamaría,Monument,Pza Juan Santamaría ,"Calle Arzobispo Morcillo, 6","Calle Arzobispo Morcillo, 6,",8,19,181.22
Plaza de la Unión Cárcavas-San Antonio,Monument,Pza Unión Cárcavas-San Antonio ,"Rafaela Aparicio, 10","Rafaela Aparicio, 10,",21,6,87.79
Plaza de los Emperadores,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",8,19,156.0
Plaza de los Ministerios,Monument,Pº Castellana 67,Agustín de Betancourt,"Calle María de Guzmán nº 58,",2,21,187.05
Plaza de Oriente,Monument,Pza Oriente 1,Palacio de Oriente,"Calle Carlos III nº 1,",4,12,89.34
Plaza de Toros de Tetuán,Monument,CALLE BRAVO MURILLO 297,Metro Tetuán,"Calle Marqués de Viana nº 3,",5,18,119.29
Plaza-Escultura,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",1,22,114.52
Plácido Domingo,Monument,C Ibiza 34,Retiro-Ibiza,"Calle Ibiza nº 18,",3,24,176.83
Polideportivo de Hortaleza,Monument,Ctra Acceso a la Estación de Hortaleza ,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",3,8,671.92
Polideportivo de Vicálvaro,Monument,PASEO POLIDEPORTIVO 3,Villablanca  7,"Calle Villablanca 7,",4,19,371.36
Por la Paz y el Desarme,Monument,AUDITORIO PARQUE DE LA VICALVARADA ,Villablanca  7,"Calle Villablanca 7,",4,19,86.11
Portada Cementerio de la Florida,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,339.46
Portada de Torre Arias,Monument,CALLE ALCALA 551,"Calle Alcala, 546","Calle Alcalá, 546,",5,22,45.18
Premio Europa Nostra 2003,Monument,C Huertas 47,Huertas,"Calle Jesús nº 1,",3,23,117.36
Prensa,Monument,C Principal de Provincias ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",12,7,312.64
Primera Piedra Ciudad Lineal,Monument,C Arturo Soria 3,"Misterios, 1","Misterios,1,",12,11,47.49
Primera Piedra del Banco España,Monument,Pº Prado 2,Cibeles,"Plaza Cibeles,",4,20,56.57
Princesa de Yaiza,Monument, ,"Molins de Rey, 8","Calle Molins de Rey, 8,",7,17,137.71
Proalí,Monument,PASEO CASTELLANA 41,Glorieta de Em,"Paseo de la Castellana nº 43,",1,11,54.81
Protección a la Infancia,Monument,Pza Campillo del Mundo Nuevo ,Ribera de Curtidores,"Calle Ribera de Curtidores nº 28,",13,14,180.18
Proyecto para un monumento IV B,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",1,22,48.8
Puente Colorado,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",2,21,1900.56
Puente de Arganzuela,Monument, ,"Paseo de las Yeserías, 15","Paseo de las Yeserías, 15,",7,16,257.81
Puente de hierro sobre la ría,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",8,19,303.68
Puente de La Agachadiza,Monument,Pº Castaños ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",12,7,758.42
Puente de la Culebra,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Puente de la Garrapata,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",2,21,1900.56
Puente de Segovia,Monument, Puente de Segovia ,Paseo virgen de puerto,"Paseo virgen de puerto,",9,6,297.31
Puente de Segovia. Panel informativo,Monument,Pº Marqués de Monistrol 7,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",27,0,469.97
Puente de Toledo,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Puente del Alamo Negro,Monument,Ctra Zarzón ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",11,16,556.71
Puente peatonal sobre el arroyo de Antequina,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",2,21,1900.56
Puente Principado de Andorra,Monument,"Avda Manzanares, del 48",Ermita Santo,"Paseo de la Ermita del Santo nº 48,",1,26,168.72
Puentes del Invernadero y del Matadero,Monument, ,Antonio López,"Calle Eugenio Caxes frente al nº 12,",21,2,199.31
Puerta Bonita,Monument,C General Ricardos ,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",14,9,255.52
Puerta Cerrada,Monument,Pza Puerta Cerrada ,Plaza del Cordón,"Plaza del Cordón,",9,15,116.86
Puerta Colonia de la Prensa,Monument,C Rodríguez Lázaro 1,"Eugenia de Montijo, 57","Eugenia de Montijo, 57,",4,11,115.98
Puerta de Alcalá,Monument,Pza Independencia ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",20,3,41.1
Puerta de Aravaca,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",2,21,1900.56
Puerta de Dante del Retiro,Monument,Pza Menéndez Pelayo ,Menéndez Pelayo,"Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,",11,15,147.55
Puerta de España del Retiro,Monument,C Alfonso XII ,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,66.95
Puerta de Felipe IV del Retiro,Monument,C Alfonso XII 3,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,169.68
Puerta de Granada del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,39.32
Puerta de Hernani del Retiro,Monument,C Alcalá 62,Velázquez,"Calle Alcalá nº 95,",10,13,186.65
Puerta de Herrero Palacios del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",17,10,65.45
Puerta de Hierro,Monument,AVENIDA PADRE HUIDOBRO 1,"Calle del Profesor Aranguren, 1","311 - Calle del Profesor Aranguren, 1,",12,15,1073.52
Puerta de la Alcarria,Monument,C Alcarria ," Calle de Santa Petronila, 7","414 -  Calle de Santa Petronila, 7,",9,15,174.31
Puerta de la América Española del Retiro,Monument,Pza Menéndez Pelayo 10,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",13,14,176.04
Puerta de la Ilustración,Monument,C Ginzo de Limia ,"Calle Pedro Rico, 49","Calle Pedro Rico, 49,",24,0,106.87
Puerta de la Independencia del Retiro,Monument,Pza Independencia ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",20,3,42.15
Puerta de la Latina,Monument,Avda Juan de Herrera 4,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",3,20,108.1
Puerta de la Reina Mercedes del Retiro,Monument,Pza Menéndez Pelayo ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,25.15
Puerta de los Cuarteles de Daoiz y Velarde,Monument,Avda Ciudad de Barcelona 164,Pedro Bosch,"Calle Cerro de la Plata nº 2,",9,14,291.47
Puerta de los jardines del Arquitecto Herrero Palacios,Monument,Pº Duque de Fernán Núñez ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",17,10,191.17
Puerta de los Osos,Monument,C General Ricardos 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",14,9,339.21
Puerta de Madrid del Retiro,Monument,C O'Donnell ,Castelló,"Calle Alcalá nº 111,",4,23,104.73
Puerta de Murillo del Retiro,Monument,C Alfonso XII ,Espalter,"Calle Espalter nº 1,",11,8,231.02
Puerta de O´Donnell del Retiro,Monument,C O'Donnell ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",13,14,27.29
Puerta de Rodajos,Monument,Ctra Rodajos ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",11,16,1822.84
Puerta de Sainz de Baranda del Retiro,Monument,Pza Menéndez Pelayo ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,112.61
Puerta de San Vicente,Monument,Gta San Vicente ,Paseo de la Florida,"Paseo de la Florida nº 8,",25,2,260.15
Puerta de Somosaguas,Monument,CARRETERA SOMOSAGUAS ," Paseo de la Venta, 1","Paseo de la Venta, 1,",4,22,888.35
Puerta de Toledo,Monument,Gta Puerta de Toledo ,Puerta de Toledo,"Glorieta de la Puerta de Toledo nº 1,",6,13,46.9
Puerta del Doce de Octubre del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",17,10,22.19
Puerta del Niño Jesús del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,93.78
Puerta del Olivar de Atocha (Jardines de Cecilio Rodríguez),Monument,Pº Duque de Fernán Núñez ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,215.35
Puerta del pabellón de los Jardines Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,101.11
Puerta del Reservado Grande,Monument,Pº Marqués de Monistrol ,Paseo de la Florida,"Paseo de la Florida nº 8,",25,2,409.39
Puerta del Rey,Monument,Pº Marqués de Monistrol ,Paseo de la Florida,"Paseo de la Florida nº 8,",25,2,376.0
Puerta del Zarzón,Monument,CARRETERA ZARZON 6,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",11,16,501.44
Puerta del Ángel Caído del Retiro,Monument,C Alfonso XII 5,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",14,13,42.37
Puerta entre Reservados,Monument,PASEO PLATANOS ," Paseo de la Venta, 1","Paseo de la Venta, 1,",4,22,896.68
Puerta Huerta de la Salud,Monument,C Mar de las Antillas 6,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",3,8,197.25
Puerta norte del Jardín Botánico,Monument,Pza Murillo 2,Espalter,"Calle Espalter nº 1,",11,8,71.24
Puerta Real del Jardín Botánico,Monument,Pº Prado 11,Almadén,"Calle Almadén nº 28,",7,16,82.06
Puerta San Vicente. Panel informativo,Monument,Gta San Vicente ,Paseo de la Florida,"Paseo de la Florida nº 8,",25,2,297.82
Puerta secundaria jardines Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,75.89
Puerta sur de los jardines de Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,135.14
