Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Indalecio Prieto Tuero,Monument,PLAZA SAN JUAN DE LA CRUZ 1,"Calle José Gutiérrez Abascal,2","Calle José Gutiérrez Abascal nº 2,",3,21,278.89
Infanta Doña Isabel de Borbón,Monument,Pº Pintor Rosales ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,108.53
Inmaculada,Monument,C Francisco y Jacinto Alcántara ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,359.26
Instituto Científico Weizmann,Monument,CALLE SERRANO 117,Serrano 113,"Calle Serrano nº 113B,",7,20,195.46
Instituto Industrial Isabel II,Monument,C Doctor Cortezo 4,Conde de Romanones,"Plaza del Conde de Romanones nº 9,",13,4,82.99
Instituto Nacional de Educación Física,Monument,C Martín Fierro ,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",3,20,210.6
Iris,Monument,Pº Castellana ,Plaza de Colón,"Calle Goya nº 1,",5,18,42.65
Isabel la Católica,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",5,18,121.41
Isabel la Católica,Monument, ,San Quintín,"Calle Pavía nº 6,",12,15,250.16
Isabel la Católica,Monument,Avda Reyes Católicos ,Hospital Clínico,"Calle Isaac Peral nº 44,",1,21,327.01
Ivo Andric,Monument,C Velázquez 27,Goya 18,"Calle Goya nº 18,",11,16,77.18
Jacinto Alcántara,Monument, ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,310.52
Jacinto Benavente,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",4,23,107.72
Jacinto Benavente,Monument,CALLE ATOCHA 26,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,148.17
Jacinto Verdaguer,Monument,GLORIETA SARDANA ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,295.83
Jaime Balmes,Monument,C Leganitos 5,Santo Domingo,"Plaza de Santo Domingo nº 1,",13,11,134.3
Jaime I El Conquistador,Monument, ,San Quintín,"Calle Pavía nº 6,",12,15,222.92
"Jaime I El Conquistador, Rey de Aragón",Monument,C Francisco y Jacinto Alcántara ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,343.84
Jardines del Maestro Padilla,Monument, ,"Paseo de los Pontones, 45","Paseo de los Pontones, 45,",2,21,161.42
Jardines Manuel González Carmona,Monument,C Villafuerte ,"Calle de Bohemios, 1","Calle de Bohemios, 1,",1,23,327.05
Jarrones de la Fuente de los Patos,Monument,Pº Prado ,Cibeles,"Plaza Cibeles,",4,20,56.14
Jarrones de la Rosaleda,Monument,C Rosaleda ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,189.0
Jarrones de la Rosaleda del Retiro,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",4,23,107.72
Jarrones del Instituto de Estudios Fiscales,Monument,Avda Cardenal Herrera Oria 378,"Ramon Gomez de la Serna, 37","Calle Ramon Gomez de la Serna, 37,",16,8,2085.5
Jarrones del jardín de la Quinta del duque del Arco,Monument,MONTE EL PARDO ,"Calle de Caroli, 1","Calle de Caroli, 1,",9,14,5347.7
Jarrones en la plaza de Callao,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Jarrones Franceses del Parterre,Monument,Pº Parterre ,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,209.3
Jarrones Franceses nuevos del Parterre,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",4,23,107.72
Jarrones jardines Palacio de El Pardo,Monument,CALLE MANUEL ALONSO 1,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",22,5,5178.94
Jarrón Campo del Moro,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Jean-Jacques Rousseau,Monument,Pza Salesas ,Plaza de las Salesas,"Plaza de las Salesas 7,",8,19,55.59
Jerónimo Iborra-García,Monument,CALLE DOCTOR JERONIMO IBORRA 16,"Antonia Rodriguez Sacristan, 4","Calle Antonia Rodriguez Sacristan, 4,",5,19,347.41
Jesús de Monasterio y Agüeros,Monument,C Bailén 11,San Quintín,"Calle Pavía nº 6,",12,15,145.02
Jesús Guridi,Monument,C Sagasta 12,Barceló,"Calle Barceló nº 7,",8,11,203.35
Joaquín Costa,Monument,Pº Pontones 8,Paseo Imperial,"Paseo Imperial nº 20,",22,5,312.24
Joaquín Costa,Monument,C Barquillo 11,PriM,"Calle Prim nº 2,",2,26,96.27
Joaquín Ibarra,Monument,C Núñez de Arce 11,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,112.38
Joaquín Turina,Monument,C Alfonso XII 7,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,206.06
Jose Gomez 'Gallito',Monument,C Arrieta 14,San Quintín,"Calle Pavía nº 6,",12,15,44.68
Jose Martí,Monument,PASEO LA HABANA 9,Castellana frente a Hermanos Pinzón,"Paseo de la Castellana nº 122,",4,19,126.0
Jose María Roquero Vera,Monument,CALLE ELOY GONZALO 38,Santa Engracia 87,"Calle Santa Engracia nº 87,",1,25,144.34
Josefina Romo,Monument,C Arrieta 14,San Quintín,"Calle Pavía nº 6,",12,15,44.25
José  Serrano Simeón,Monument,C Beneficencia 2,Barceló,"Calle Barceló nº 7,",8,11,123.08
José Agustín Pérez del Pulgar,Monument,C San Jaime 21,"C Sierra de Guadalupe, 11","C Sierra de Guadalupe, 11,",26,1,315.7
José Anselmo Clavé,Monument,C José Anselmo Clavé 1,"Paseo Reina Cristina,6","Paseo Reina Cristina,6,",1,22,198.91
José Antonio Primo de Rivera,Monument,C Génova 24,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",11,12,109.59
José Calvo Sotelo,Monument,C Velázquez 89,Velázquez-Diego de León,"Calle Velázquez nº 91,",2,21,26.26
José Calvo Sotelo,Monument,PLAZA CASTILLA 1,Plaza de Castilla 2,"Paseo Castellana (Fundación Canal),",4,19,124.13
José Cubero (Yiyo),Monument,CALLE SAN MARIANO 37,"Calle San Mariano, 58","Calle San Mariano, 58,",13,13,12.14
José Cubero (Yiyo),Monument,CALLE ALCALA 231,Alcalá-Ventas,"Calle Alejandro González nº 1,",8,15,74.15
José de Espronceda,Monument,C Huertas 80,Huertas,"Calle Jesús nº 1,",3,23,116.83
José de San Martín,Monument,C Martín Fierro ,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",3,20,341.83
José de San Martín,Monument, ,Moncloa,"Paseo de Moret nº 2,",3,20,319.78
José Echegaray y Eizaguirre,Monument,C Huertas 24,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,140.09
José García Vara,Monument,C Arrieta 4,Palacio de Oriente,"Calle Carlos III nº 1,",4,12,115.52
José Gervasio Artigas,Monument,PASEO RUPERTO CHAPI ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,204.62
José Ignacio Rivero,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
José Luis Pinto Álvarez,Monument,Me Mercado Mercamadrid ,"Auñón, 16","Calle de Auñón, 16,",23,0,1729.21
José López Silva,Monument,C Cava Baja 42,Plaza de los Carros,"Carrera de San Francisco nº 1,",11,16,95.89
José Martí,Monument,C Desengaño ,Desengaño,"Calle Desengaño nº 1,",5,17,112.95
José María de la Cruz,Monument,C San Jaime 21,"C Sierra de Guadalupe, 11","C Sierra de Guadalupe, 11,",26,1,343.83
José María Iparraguirre,Monument,C Montera 48,Tres Cruces,"Calle Tres Cruces nº 7,",4,23,115.94
José María Soler y Guijarro,Monument,Pza Mayor 27,Calle Mayor,"Calle Mayor nº 20,",9,18,63.89
José María Torrijos,Monument,C Preciados 30,Miguel Moya,"Calle Miguel Moya nº 1,",9,18,92.45
José Nogales,Monument,CALLE SANTA ENGRACIA 50,Santa Engracia 87,"Calle Santa Engracia nº 87,",1,25,218.38
José Ortega y Gasset,Monument,CALLE ALFONSO XII 4,Plaza de la Independencia,"Plaza de la Independencia nº 6,",20,3,101.57
José Ortega y Gasset,Monument,PLAZA MENENDEZ PELAYO 4,Facultad Derecho,"Avenida Complutense nº 23,",6,17,96.56
José Padilla,Monument,C Gabriel Abreu 11,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",3,21,120.98
José Rizal,Monument,C Manuel Fernández y González 7,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,111.0
José Rizal Mercado,Monument,CALLE SANTANDER 1,Parque Santander,"Calle Santander esquina con Avenida de Filipinas,",6,21,103.64
José Salamanca de Mayol (marqués de Salamanca),Monument,Pza Marqués de Salamanca ,General Pardiñas,"Calle General Pardiñas nº 56,",3,20,162.86
José Zorrilla,Monument,C Santa Teresa 2,Hortaleza,"Calle Hortaleza nº 75,",3,16,155.5
José Zorrilla y Moral,Monument,C Huertas 17,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,99.73
Joven Bailando,Monument,C Palma 49,Norte,"Calle norte nº 8,",8,11,139.76
Joven Caminando,Monument,Pza San Ildefonso ,Plaza de San Ildefonso,"Plaza de San Ildefonso,",3,21,26.29
Juan Carlos I,Monument,Avda Pablo Neruda 142,"Calle de Candilejas, 5","Calle de Candilejas, 5,",19,4,79.12
Juan de Garay,Monument,C Martín Fierro ,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",3,20,336.41
Juan de la Cosa,Monument,PLAZA JUAN DE LA COSSA ,Colombia,"Calle Colombia nº 7,",2,22,259.15
Juan de Villanueva,Monument,C Hernán Cortés 15,Colegio Arquitectos,"Calle Hortaleza nº 63,",4,15,128.58
Juan de Villanueva,Monument,Pº Camoens y Valero ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,348.95
Juan Domingo Perón,Monument,AVENIDA GENERAL PERON 1,General Perón 1,"Avenida del General Perón frente al nº 4,",6,17,80.59
Juan Ferreras García,Monument,Pza San Andrés ,Plaza de los Carros,"Carrera de San Francisco nº 1,",11,16,93.69
Juan Gris,Monument,C Carmen 4,Carretas,"Calle Carretas nº 8,",6,17,102.62
Juan López de Hoyos,Monument,Pza San Andrés ,Plaza de los Carros,"Carrera de San Francisco nº 1,",11,16,78.5
Juan Malasaña,Monument,C Sierra Gorda 13,"Paseo de Federico Garcia Lorca, 4","Paseo de Federico Garcia Lorca, 4,",13,4,114.16
Juan Montalvo,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Juan Pablo Duarte y Díez,Monument, ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,263.95
Juan Pablo II,Monument,C Bailén ,Segovia 26,"Calle Segovia nº 26,",12,15,165.07
Juan Ramón Gómez Pamo,Monument,C Santa Isabel 28,Santa Isabel,"Calle Santa Isabel 32,",5,22,19.02
Juan Ramón Jiménez,Monument,C Padilla 38,Marqués de Salamanca,"Calle José Ortega y Gasset nº 30,",2,21,152.34
Juan Santamaría,Monument,Pza Juan Santamaría ,"Calle Arzobispo Morcillo, 6","Calle Arzobispo Morcillo, 6,",8,19,175.11
Juan Valera,Monument,Pº Recoletos ,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",11,12,100.33
Juan Valera y Alcalá Galiano,Monument,Ctra Santo Domingo 3,San Quintín,"Calle Pavía nº 6,",12,15,134.25
Juan Van-Halen y Sarti,Monument,Pº Colombia ,Velázquez,"Calle Alcalá nº 95,",10,13,274.0
Juantxu Rodríguez,Monument, ,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",14,13,178.98
Julio Cejador,Monument,GLORIETA QUEVEDO 6,Quevedo,"Glorieta de Quevedo nº 5,",3,21,24.55
Julio Romero de Torres,Monument,Pº Julio Romero de Torres ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",10,17,358.77
Julián Besteiro,Monument,AVENIDA DOCTOR ARCE 31,Doctor Arce 45,"Avenida del Doctor Arce nº 45,",4,19,163.96
Julián Gayarre,Monument,PLAZA ORIENTE 6,San Quintín,"Calle Pavía nº 6,",12,15,70.16
Julián Gayarre,Monument,CALLE PAVIA 2,San Quintín,"Calle Pavía nº 6,",12,15,21.01
Junta Municipal de Chamartín,Monument,CALLE PRINCIPE DE VERGARA 142,María Francisca 1,"Calle María Francisca nº 3,",3,16,97.23
Junta Municipal de Moratalaz,Monument,C Fuente Carrantona 8,Pavones,"Calle Hacienda de Pavones nº 342,",7,16,252.4
Junta Municipal Usera,Monument,Avda Rafaela Ybarra 41,"Calle Rafaela Ybarra, 22","Calle Rafaela Ybarra, 22,Comunidad de Madrid España",17,6,103.23
Justo Arosemena,Monument,Pº Panamá ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,139.76
J. Marciano Barbero Matos,Monument,PLAZA COLEGIO ATENEO POLITECNICO ,Prosperidad,"Calle Suero de Quiñones nº 3,",2,25,193.35
Km. 0,Monument,Pza Puerta del Sol 8,Carretas,"Calle Carretas nº 8,",6,17,41.28
Kymaerxthaere. Puerta de entrada a la umbraesfera,Monument,Pza Soledad Torres Acosta ,Miguel Moya,"Calle Miguel Moya nº 1,",9,18,102.82
La Abuela rockera-Ángeles Rodríguez Hidalgo,Monument,C Peña Gorbea ,Concordia,"Calle Arroyo del Olivar nº 6,",19,3,167.4
La Agricultura,Monument,PASEO ERMITA DEL SANTO 78,"Calle Gallur, 5","Calle Gallur, 5,",17,6,378.0
La Ayuda,Monument,C Pléyades 25,"Calle de Caroli, 1","Calle de Caroli, 1,",9,14,460.53
La Ciudad Lineal,Monument,C Hermanos García Noblejas 14,"Misterios, 1","Misterios,1,",12,11,259.65
La Colegiala,Monument,Avda Poblados ,"Calle Valmojado, 295","Calle Valmojado, 295,",5,12,65.41
La Dama del Manzanares,Monument,CALLE EMBAJADORES 320,"Avenida Cordoba, 21","Avenida Cordoba, 21,",19,2,1252.98
La Familia,Monument,Avda Oporto ,"Avenida de Oporto, 102","Avenida de Oporto, 102,",8,15,217.5
La Flecha,Monument,Avda Vía Lusitana ,"Calle de la Via, 52","Calle de la Via,",10,13,312.17
La Fuente,Monument,Pza Asociación ,"Gran Avenida, 27","Gran Avenida, 27,",19,5,61.52
La Fuente y el Río,Monument,C Serrano ,Ortega y Gasset,"Calle José Ortega y Gasset nº 4,",2,21,137.43
La Gloria,Monument,Gta Cádiz ,Glorieta de Cádiz,"Calle Antonio López nº 129,",15,7,129.61
La Mano,Monument,PLAZA SAN JUAN DE LA CRUZ 1,"Calle José Gutiérrez Abascal,2","Calle José Gutiérrez Abascal nº 2,",3,21,278.89
La Mensajera,Monument,C Olivo 27,"Calle de Caroli, 1","Calle de Caroli, 1,",9,14,242.12
La Paloma,Monument,C Guabairo 1,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",7,15,39.2
La Paloma de la paz,Monument,C Baleares ,"Calle del Sorbe , 20","Calle del Sorbe , 20,",20,4,102.37
La Paz,Monument,Pº Castellana 261,Pedro Rico,"Calle Pedro Rico nº 6,",1,22,197.15
La petite Faucille,Monument,PASEO CASTELLANA 41,Glorieta de Em,"Paseo de la Castellana nº 43,",1,11,54.81
La Solidaridad,Monument,C Atocha 43,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,124.22
La Vicalvarada,Monument,PASEO ARTILLEROS 1,Villablanca  7,"Calle Villablanca 7,",4,19,117.96
La Violetera,Monument,Pza Gabriel Miró 1,Segovia 26,"Calle Segovia nº 26,",12,15,172.66
La Virgen blanca,Monument,C Pío Felipe 12,"Calle Humanes, 3","Calle Humanes, 3,",3,21,211.4
Lagasca,Monument,Pza Murillo 2,Almadén,"Calle Almadén nº 28,",7,16,181.28
Lago artificial en el parque Cuña Verde,Monument,PARQUE CUÑA VERDE ,Ermita Santo,"Paseo de la Ermita del Santo nº 48,",1,26,122.47
Lago de la Casa de Campo,Monument,ESTACION DE METRO LAGO ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",12,7,21.5
Lago de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",3,20,39.64
Lago del parque Juan Carlos I,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Lago Gran Avenida del parque de Atracciones,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Lago Palomeras Este,Monument, ,"Calle San Claudio, 154","Calle San Claudio, 154,",2,22,483.57
Lago Palomeras Sur-Este,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Lago-ría del parque Enrique Tierno Galván,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Lago-ría-canal-estanque del parque Cuña Verde,Monument,C Casalarreina s/n,Calle Casalarreina 18,"Calle Casalarreina,",8,15,299.08
Lapida prohibición (fachada convento de la Encarnación),Monument,Pza Encarnación 1,San Quintín,"Calle Pavía nº 6,",12,15,48.17
Las Lecturas del Dos de Mayo,Monument,Pza Dos de Mayo ,San Andrés,"Calle San Andrés nº 18,",1,22,55.08
Laurel y Madroño,Monument,GLORIETA SARDANA ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",5,18,295.83
Lazo Homenaje lucha contra el Sida,Monument,Pza Vázquez de Mella ,Plaza de Pedro Zerolo,"Plaza de Pedro Zerolo nº 1,",5,18,41.32
Leandro Fernández de Moratín,Monument,CALLE HUERTAS 72,Huertas,"Calle Jesús nº 1,",3,23,42.56
Leandro Fernández de Moratín,Monument,CALLE MORATIN 35,Huertas,"Calle Jesús nº 1,",3,23,87.27
Lecheras,Monument,CALLE FRANCOS RODRIGUEZ 42,Francos Rodríguez,"Calle Francos Rodríguez nº 62,",7,16,206.02
Leda y el cisne,Monument,CALLE VILLABLANCA 41,Villablanca  7,"Calle Villablanca 7,",4,19,323.83
Leonardo Torres Quevedo,Monument,C Válgame Dios 3,Augusto Figueroa,"Calle Augusto Figueroa nº 33,",9,18,100.47
Leones del Congreso de los Diputados,Monument,Pza Cortes 1,Sevilla,"Calle Alcalá nº 27,",13,5,255.67
Leovigildo,Monument,Pza Oriente ,Plaza Ramales,"Plaza de Ramales,",11,11,120.0
León,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
León Felipe,Monument, ,"Calle Arzobispo Morcillo, 6","Calle Arzobispo Morcillo, 6,",8,19,116.81
León Felipe,Monument,C Huertas 58,Huertas,"Calle Jesús nº 1,",3,23,63.49
León Felipe,Monument,C Huertas 64,Huertas,"Calle Jesús nº 1,",3,23,77.96
Lhardy,Monument,Ctra San Jerónimo 8,Carretas,"Calle Carretas nº 8,",6,17,168.54
Lina Morgan,Monument,C Don Pedro 4,Plaza de los Carros,"Carrera de San Francisco nº 1,",11,16,34.99
Linotipia,Monument,Avda Eduardo Barreiros 6,"Avenida de la Perla, 35","Avenida de la Perla, 35,",12,11,315.56
Llama al Valor y Heroísmo,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",3,21,345.42
Llama del Perú,Monument,PASEO CASTELLANA 140,Paseo de la Habana 42,"Paseo de la Habana nº 42,",4,19,270.0
Llanto por Ignacio Sánchez Mejías,Monument,Pº Federico García Lorca ,"Paseo de Federico Garcia Lorca, 4","Paseo de Federico Garcia Lorca, 4,",13,4,362.26
Lola Membrives,Monument,C Lola Membrives 1,Jacinto Verdaguer,"Jacinto Verdaguer,",7,17,140.56
Lope de Vega,Monument,C Cervantes 11,Huertas,"Calle Jesús nº 1,",3,23,181.71
Lope de Vega,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",4,18,74.83
Loreto Prado (réplica),Monument,PLAZA CHAMBERI 1,Manuel Silvela,"Calle Manuel Silvela nº 20,",2,25,259.33
Los Cantos de la Encrucijada,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",4,23,
Los Maratonistas,Monument,C Martín Fierro s/n,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",3,20,228.38
Los Paseantes,Monument,C Peña Gorbea ,Puente de Vallecas,"Avenida de la Albufera nº 6,",21,2,246.94
Los Pegasos,Monument,Pza Legazpi ,Legazpi,"Calle Bolívar nº 3,",22,1,77.65
Los portadores de la antorcha,Monument,Pza Ramón y Cajal ,Ciudad Universitaria 1,"Avenida de la Complutense (Metro Ciudad Universitaria),",2,22,92.72
Losas de bronce sobre pavimento en la plaza Dalí,Monument,Pza Dalí ,Plaza de Felipe II,"Plaza de Felipe II,",2,21,32.67
Lucas Aguirre,Monument,C Alcalá 62,Castelló,"Calle Alcalá nº 111,",4,23,49.48
Luchador en reposo,Monument,Pza Constitución ,"Calle Ramirez Tome, 31","Calle Ramirez Tome, 31,",3,24,359.98
Lugar de Encuentros I,Monument,C Castelló 77,Marqués de Salamanca,"Calle José Ortega y Gasset nº 30,",2,21,133.19
Lugar de Encuentros II,Monument,Pza Rey ,PriM,"Calle Prim nº 2,",2,26,188.26
Luigi Boccherini,Monument,Gta Boccherini ,Segovia 45,"Calle Segovia nº 45,",20,7,195.72
Luigi Boccherini,Monument,C Jesús y María 3,Conde de Romanones,"Plaza del Conde de Romanones nº 9,",13,4,218.82
Luis Calvo Sotelo,Monument,Pza Dos de Mayo ,San Andrés,"Calle San Andrés nº 18,",1,22,63.74
Luis Carrero Blanco,Monument,CALLE CLAUDIO COELLO 129,Velázquez-Diego de León,"Calle Velázquez nº 91,",2,21,187.7
Luis de Góngora,Monument, ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",20,3,141.01
Luis de Góngora y Argote,Monument,C Huertas 16,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",12,3,71.04
Luis Fernández Ardavín,Monument,Pza Poeta Manuel del Palacio 4,Paseo de la Castellana con Raimundo Fer,"Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,",7,16,227.96
Luis Guillermo Schultz Schreizer,Monument,CALLE RIOS ROSAS 21,Santa Engracia 127,"Calle Santa Engracia nº 127,",3,20,122.44
Luis I de España,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",12,12,125.75
Luis Manuel López Martínez,Monument,Pza Caudillo 5,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",22,5,5210.21
Luis Muñoz Rivera,Monument,C Mayor 13,Calle Mayor,"Calle Mayor nº 20,",9,18,57.6
Luis Rosales,Monument,CALLE ALTAMIRANO 34,Altamirano,"Calle Altamirano nº 24,",5,18,87.66
Luis Vives,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",4,18,79.9
Lámina de agua,Monument,C Príncipe de Vergara 66,Diego de Leon 52,"Calle Diego de Leon, 52,",4,19,182.14
Lámina de agua con Escultura,Monument,CALLE FRANCISCO GERVAS 10,Calle Rosario Pino,"Calle Rosario Pino,",3,21,156.14
Lámina de agua de Cabestreros,Monument,"Pza Cabestreros, de ",Plaza de Nelson Mandela,"Calle Mesón de Paredes nº 35,",10,8,18.28
Lámina de agua en cascada,Monument, ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",8,15,294.74
Lápida a José Cubero (Yiyo),Monument,CALLE CANAL DEL BOSFORO 30,"Calle San Mariano, 58","Calle San Mariano, 58,",13,13,168.22
